,Date,Time,Category,Sub-Category,Headline,Entire_News,Author,News_Link
131,"April 5, 2022",09:52 IST,Business, ,"Sensex drops 200 points, Nifty down to 17,992 amid inflation worries","Sensex and Nifty dropped in early morning trade on Tuesday, as heavyweight financial stocks slipped, while fresh inflation worries due to rising global crude prices also weighed on sentiment.The equity benchmark S&P BSE Sensex fell 0.34 per cent or 203.63 points to 60,408.11, the NSE Nifty 50 index was down 0.34 per cent or 61.35 points at 17,992.05.The Nifty bank index fell 0.7 per cent, while the finance index dropped 0.84 per cent. Both the indexes had gained more than 4 per cent on Monday.Brent crude prices jumped on persistent supply worries globally, lifting Oil and Natural Gas Corp up 1.7 per cent.Power Grid and NTPC Ltd gained 1 per cent each on rising power demand due to hotter weather.On Monday, the Sensex vaulted 1,335 points while the Nifty shot past the 18,000-mark, fuelled by index heavyweights HDFC twins which soared almost 10 per cent after announcing corporate India's biggest merger.The 30-share BSE Sensex darted up 1,335.05 points or 2.25 per cent to close at an over two-month high of 60,611.74. Likewise, the broader NSE Nifty jumped 382.95 points or 2.17 per cent to 18,053.40.",India Today Web Desk,https://www.indiatoday.in/business/story/sensex-drops-200-points-nifty-down-to-17-992-amid-inflation-worries-1933617-2022-04-05
133,"April 4, 2022",16:02 IST,Business, ,Mukesh Ambani vs Gautam Adani: Who is winning see-saw battle of fortune?,"The see-saw battle of fortune between Adani Group chairman Gautam Adani and Reliance Industries CMD Mukesh Ambani on the billionaires indexes has raised the million-dollar question - Who is India's richest man. One overtakes the other in the lists of richest persons from time-to-time.The ""Bloomberg Billionaires Index"" and ""Forbes Real Time Billionaires"" are two popular indexes that track net worth and the growth or decline of the world's richest people.Mukesh Ambani heads Reliance Industries, which has ventures in petrochemicals, oil and gas, telecom and retail. Gautam Adani's Adani group's ventures include ports, airports, infrastructure, commodities, coal, power generation and transmission and real estate, according to Forbes.Both Adani and Ambani have announced major plans for green and renewable energy.Mukesh Ambani announced that Reliance Industries would invest Rs 75,000 crore in green energy. Gautam Adani also said that his group would invest $20 billion in renewable energy generation.",Debjit Sinha,https://www.indiatoday.in/business/story/mukesh-ambani-vs-gautam-adani-who-is-winning-see-saw-battle-of-fortune-1933328-2022-04-04
134,"April 4, 2022",14:21 IST,Business, ,"Petrol, diesel prices above Rs 100 in major cities | Will rates go up further?","Petrol and diesel prices have hit the Rs 100-mark respectively in several areas across the country, increasing the burden on common people. The fuel rates were hiked by 40-43 paise on Monday.This is the 12th increase in prices since the ending of a four-and-half-month-long hiatus in rate revision on March 22. In all, petrol and prices have gone up by over Rs 8.40 per litre.Fuel rates have been increased across the country and vary from state to state, depending upon the incidence of local taxation.Petrol prices are above Rs 100 a litre mark in all major cities from Srinagar to Kochi.Price of petrol and diesel in Delhi at Rs 103.81 per litre and Rs 95.07 per litre respectively today. In Mumbai, the petrol and diesel rates are at Rs 118.83 per litre and Rs 103.07 a litre..Petrol in Kolkata on Monday costs Rs 113.45 per litre and diesel at Rs 98.22 a litre.Petrol price in Bengaluru is Rs 109.41. Chennai 109.34, Gurgaon 104.06, Noida 104.00, Lucknow Rs 103.52, Patna Rs 115.45, and Hyderabad Rs 117.68Diesel prices hit the Rs 100-mark in Bhubaneswar, Hyderabad, Patna, Thiruvananthapuram, Mumbai, Raipur, and several cities of Rajasthan, Madhya Pradesh, Telengana and Andhra Pradesh, according to a PTI report.Diesel is the costliest in Chittor in Andhra Pradesh (Rs 105.52 a litre), while petrol at Rs 120.65 a litre is the costliest at the border town of Sri Ganganagar in Rajasthan, PTI reported on Sunday.Prices had been on a freeze since November 4 ahead of the assembly elections in states like Uttar Pradesh and Punjab -- a period during which the cost of raw material (crude oil) soared by about USD 30 per barrel.India is 85 per cent dependent on imports for meeting its oil needs and so retail rates adjust accordingly to the global movement.The increase in retail price warranted by crude oil prices rising during the 137-day hiatus is huge, but state-owned fuel retailers Indian Oil Corporation (IOC), Bharat Petroleum Corporation Ltd (BPCL) and Hindustan Petroleum Corporation Ltd (HPCL) are passing on the required increase in stages.Oil companies ""will need to raise diesel prices by Rs 13.1-24.9 per litre and Rs 10.6-22.3 a litre on gasoline (petrol) at an underlying crude price of USD 100-120 per barrel,"" PTI reported quoting Kotak Institutional Equities.Moody's Investors Services last month stated that state retailers together lost around USD 2.25 billion (Rs 19,000 crore) in revenue for keeping petrol and diesel prices on hold during the election period, as per the PTI report.Crisil Research said a Rs 9-12 per litre increase in retail price will be required for a full pass-through of an average USD 100 per barrel crude oil and Rs 15-20 a litre hike if the average crude oil price rises to USD 110-120, PTI reported.",Debjit Sinha,https://www.indiatoday.in/business/story/petrol-diesel-prices-above-rs-100-in-major-cities-will-rates-go-up-further-1933280-2022-04-04
135,"April 4, 2022",16:45 IST,Business, ,"Elon Musk reveals 9.2% stake in Twitter, shares surge 26%","Tesla Inc Chief Executive Officer Elon Musk has built a 9.2 per cent stake in Twitter Inc, a regulatory filing showed on Monday, potentially making him the biggest stakeholder in the micro-blogging site.Twitter shares soared 26 per cent in premarket trading after the filing, which comes close on the heels of Musk tweeting that he was giving ""serious thought"" to building a new social media platform.Shares of other social media firms, including Meta Platforms FB.O and Snapchat owner Snap Inc, were also trading higher.Musk owns 73.5 million Twitter shares, valuing his passive stake in the company at up to $2.9 billion based on the stock's Friday close. The shares are held by the Elon Musk Revocable Trust.Musk, a prolific user of Twitter, has over 80 million followers on the site since joining in 2009 and has used the platform to make several announcements, including teasing a go-private deal for Tesla that landed him in regulatory scrutiny.He, however, has been critical of the social media platform and its policies of late and has said the company is undermining democracy by failing to adhere to free speech principles.Meanwhile, Musk and Twitter's billionaire co-founder, Jack Dorsey, have had some common ground in terms of dismissing the so-called Web3, a vague term for a utopian version of the internet that is decentralized.Musk is also the founder and CEO of SpaceX, and leads brain-chip startup Neuralink and infrastructure firm The Boring Company.",Reuters,https://www.indiatoday.in/business/story/elon-musk-reveals-9-2-stake-in-twitter-shares-surge-26-1933347-2022-04-04
136,"April 4, 2022",17:03 IST,Business, ,"Sensex rises 1300 points, Nifty up at 18,053 | Top performing shares","The Sensex and Nifty rose on Monday to close at a near three-month high, buoyed by a surge in India's largest private lender HDFC Bank and mortgage lender Housing Development Finance Corp after the companies said they were merging in a $40 billion deal.The NSE Nifty 50 index closed 2.2 per cent or 382.95 points higher at 18,053.40, and the S&P BSE Sensex rose 2.25 per cent or 1,335.05 points to 60,611.74.HDFC Ltd gained 9.3 per cent, hitting its highest since late November, while HDFC Bank rose about 10 per cent to a level not seen since mid-October.The Nifty bank index rose 4 per cent and the finance index surged 4.6 per cent.The market movement is largely due to the ""unexpected announcement"" of the merger, said Saurabh Jain, assistant vice president at SMC Securities.""This is a very positive news in the sense the foreign institutional investors holding will increase after the merger,"" Jain said.Both HDFC and HDFC Bank were major laggards last year, gaining 1.1 per cent and 3 per cent, respectively, compared with a 13.5 per cent rise in the Nifty bank index.Shares of Adani Ports and Special Economic Zone rose 4.2 per cent after it reported strong March business operations.Indian sugar stocks gained up to 4.5 per cent on export deals.Shares of commercial vehicles maker SML Isuzu soared 20 per cent after a strong March sales update and a hike in vehicle prices.Market participants will be closely watching the monetary policy decision by the country's central bank on Friday.Meanwhile, global share markets were mixed on Monday amid talks of yet more sanctions against Russia over its invasion of Ukraine.",India Today Web Desk,https://www.indiatoday.in/business/story/sensex-rises-1300-points-nifty-up-at-18-053-top-performing-shares-1933339-2022-04-04
137,"April 4, 2022",12:45 IST,Business, ,"HDFC Bank, HDFC Ltd announce merger | What this means for customers, shareholders","HDFC Bank, India's largest private lender, will merge with the country's largest housing finance company, Housing Development Finance Corporation or HDFC Ltd to create a financial services conglomerate, the companies said on Monday.""The resulting larger balance sheet would allow underwriting of large ticket infrastructure loans, accelerate the pace of credit growth in the economy, boost affordable housing and increase the quantum of credit to the priority sector...,"" HDFC Ltd Chairman Deepak Parekh said.With the merger of the Corporation with HDFC Bank, HDFC Bank will be able to offer more competitive housing products, according to the BSE filing by HDFC.The Corporation's rural housing network and affordable housing lending is likely to qualify for HDFC Bank as priority sector lending. The merger will also enable a higher flow of credit into priority sector lending, including agriculture.HDFC Bank can leverage the loan management system, comprising rule engines, IT tools and rules, agents connected through a central system.HDFC Limited is a significant provider of home loans to the Low Income Group (LIG) and Middle Income Group (MIG) segments under the affordable housing initiatives of the Government of India. Access to housing finance for this category would be improved further on account of low-cost funds available by HDFC Bank.HDFC Bank has a presence in more than 3,000 cities or towns through its 6,342 branches, with about 50 per cent of these branches in semi-urban or rural areas in the country.Leveraging this distribution might, the proposed transaction would broad base the home loan offering, synonymous with the national objective of Pradhan Mantri Awas Yojana that intends to provide housing for all, the companies said.",Debjit Sinha,https://www.indiatoday.in/business/story/hdfc-bank-hdfc-ltd-announce-merger-what-this-means-for-customers-shareholders-1933252-2022-04-04
138,"April 4, 2022",11:45 IST,Business, ,"Bitcoin price falls, global cryptocurrency market in red","Bitcoin price fell on Monday and other cryptocurrencies were down too as the global crypto market was trading in the red, according to data on CoinDesk.The world's largest cryptocurrency by market capitalization had jumped over $47,000 but fell to the $46,000-mark.The second largest cryptocurrency, Ethereum, also gained, only to register a drop subsequently.Bitcoin dropped 0.24 per cent to trade at $46,217. Ethereum shed losses to gain 0.92 per cent at $3,505.Other popular alt coins such as Terra fell 1.34 per cent, XRP gained 0.07 per cent, Solana down by 1.35 per cent, Cardano down by 2.10 per cent, Avalanche fell by 2.13 per cent, Polkadot gained 0.14 per cent, Stellar was up by 0.99 per cent, Dodgecoin gained 3.32 per cent, Axie Infinity was up by 0.85 per cent, and Chainlink fell by 0.60 per cent. Shiba Inu gained 1.63 per cent.""Bitcoin and Ethereum dropped over the weekend but later gained back the winning streak on Sunday. Major top cryptos have also dipped over the weekend. BTC and ETH are currently trading above US$46,000 and US$3,500 levels showing decent growth over the past 24 hours,"" Edul Patel, CEO and Co-founder, Mudrex said.""BTC's resistance between US$48,000 and US$50,000 could stall the rally with brief pullbacks. The coming week would be critical for the crypto spectrum,"" Patel said.",India Today Web Desk,https://www.indiatoday.in/business/story/bitcoin-price-falls-global-cryptocurrency-market-in-red-1933213-2022-04-04
139,"April 4, 2022",11:11 IST,Business, ,Sri Lanka crisis: Trading on stock exchange halted after share market crashes,"Authorities on Monday halted trading on Sri Lanka's stock exchange after the share market plunged 5.9 per cent, according to a report by AFP.This comes even as Sri Lanka's president Gotabaya Rajapaksa is all set to appoint a new cabinet Monday as security forces brace for possible violence with more protests expected against worsening shortages of food, fuel and medicines, the AFP report said.The son of Sri Lanka's prime minister resigned from the cabinet on Monday and several other members have offered to do so, a minister said, just days after President Gotabaya Rajapaksa declared a state of emergency following protests over an economic crisis, as per a Reuters report.The debt-laden country is struggling to pay for imports of fuel and other essentials due to a severe shortage of foreign currency, leading to hours-long power cuts and widespread demonstrations that continued despite a weekend curfewTraffic was back on the streets of the country's main city Colombo on Monday, but there were reports of sporadic and peaceful protests from across the country.Youth and Sports Minister Namal Rajapaksa, nephew of Gotabaya and the son of Prime Minister Mahinda Rajapaksa, said on Twitter on Monday he had told the president's secretary about his resignation with immediate effect.The island nation of 22 million, is also grappling with soaring inflation after the government steeply devalued its currency last month ahead of talks with the International Monetary Fund for a loan programme.The country's expenditure has exceeded its income under successive governments while its production of tradable goods and services has been inadequate. The twin deficits were badly exposed by the COVID-19 pandemic that crippled its economic mainstay, the tourism industry.",India Today Web Desk,https://www.indiatoday.in/business/story/sri-lanka-crisis-trading-on-stock-exchange-halted-after-share-market-crashes-1933197-2022-04-04
140,"April 4, 2022",10:44 IST,Business, ,"HDFC Bank, HDFC Ltd share prices soar after merger announcement | Check latest","HDFC Bank's share price jumped 10 per cent, while Housing Development Finance Corporation Ltd or HDFC Ltd share price soared 13 per cent in early morning trade on Monday.This comes after both companies said that India's largest private lender, HDFC Bank, would merge with the country's largest housing finance company, HDFC Ltd in order to create a financial services conglomerate, according to a Reuters report.HDFC Bank's share price on BSE is up by over 13 per cent to Rs 1712.45. On NSE, HDFC Bank's share price was up by 13 per cent to Rs 1,702.You can check real-time share price at https://www.bseindia.com/stock-share-price/hdfc-bank-ltd/hdfcbank/500180/Housing Development Finance Corporation Ltd or HDFC Ltd share price on BSE is up by over 15 per cent to Rs 2818.55. HDFC Ltd share price on NSE rose 15 per cent to Rs 2,820.Investors can track Housing Development Finance Corporation Ltd share price at https://www.bseindia.com/stock-share-price/housing-development-finance-corpltd/hdfc/500010/ .As part of the deal, shareholders of HDFC Ltd will receive 42 shares of the bank for 25 shares held. Existing shareholders of HDFC Ltd will own 41 per cent of HDFC Bank.Shares held by the housing finance company in the lender will be extinguished, making HDFC Bank a full-fledged public company.""The resulting larger balance sheet would allow underwriting of large ticket infrastructure loans, accelerate the pace of credit growth in the economy, boost affordable housing and increase the quantum of credit to the priority sector...,"" HDFC Ltd Chairman Deepak Parekh said.As of Friday's close, HDFC Bank had a market value of 8.34 trillion rupees ($110.06 billion), while HDFC Ltd was worth 4.44 trillion rupees ($58.59 billion).",India Today Web Desk,https://www.indiatoday.in/business/story/hdfc-bank-hdfc-ltd-housing-development-finance-corporation-ltd-share-price-bse-nse-latest-1933178-2022-04-04
141,"April 4, 2022",09:49 IST,Business, ,"Sensex rises 1000 points, Nifty nears 18,000 | Top performing stocks","The Sensex and Nifty surged over 1 per cent in early morning trade on Monday, with private lender HDFC Bank and mortgage lender Housing Development Finance Corp leading gains after the companies decided to merge their operations.While the equity benchmark Sensex rose 1.84 per cent to 60,370.05, the NSE Nifty 50 index was up by 1.61 per cent at 17,954.20.Shares of HDFC Ltd and HDFC Bank were up 7 per cent and 6.4 per cent, respectively, after the companies decided to merge.The Nifty bank index rose 2.3 per cent, while the finance index gained 3.1 per cent.",India Today Web Desk,https://www.indiatoday.in/business/story/sensex-rises-1000-points-nifty-nears-18-000-top-performing-shares-1933157-2022-04-04
142,"April 4, 2022",09:34 IST,Business, ,"HDFC Bank, mortgage lender HDFC Ltd to merge","India's largest private lender HDFC Bank will merge with housing finance firm HDFC Ltd, the companies said on Monday.As part of the deal, shareholders of HDFC Ltd will receive 42 shares of the bank for 25 shares held. Existing shareholders of HDFC Ltd will own 41 per cent of HDFC Bank.Shares held by the housing finance company in the lender will be extinguished, making HDFC Bank a full-fledged public company.The subsidiaries and associates of HDFC Ltd will shift to HDFC Bank, the companies said in a regulatory filing.",Reuters,https://www.indiatoday.in/business/story/hdfc-bank-mortgage-lender-hdfc-ltd-to-merge-1933145-2022-04-04
143,"April 4, 2022",09:18 IST,Business, ,"Gold, silver prices today: Yellow metal records marginal dip, silver witnesses hike on MCX","On Monday, April 4, 2022, while gold is trading on the lower side, silver rates are retailing on the higher side of the Multi Commodity Exchange (MCX).Recording a marginal dip of Rs 23 or 0.04 per cent, gold futures, maturing on June 3, 2022, are trading at Rs 51,605 per 10 grams on the MCX.Meanwhile, the market rates for silver futures, maturing on May 5, 2022, stand at Rs 66,810 per kg, recording a hike of Rs 50 or 0.07 percent on the MCX.Notably, the prices of gold and silver stood at Rs 51,606 per 10 grams and Rs 66,733 per kg respectively when the market closed on April 1.As per Reuters, gold prices were flat on Monday, as the U.S dollar and yields firmed after strong jobs data raised expectation of aggressive rate hikes, offsetting support from safe-haven demand fuelled by a worsening Ukraine crisis.As per the latest metal report, spot gold was little changed at $1,922.43 per ounce. Meanwhile, U.S gold futures were up 0.2 percent at $1,927.50.In addition to this, spot silver edged 0.1 percent higher to $24.63 per ounce, among other metals.READ MORE| Petrol, diesel prices hiked by 40 paise per litre today. Check latest rates",India Today Web Desk,https://www.indiatoday.in/business/story/gold-price-today-4-april-2022-precious-metals-gold-dip-silver-hike-mcx-latest-rates-1933138-2022-04-04
144,"April 5, 2022",07:20 IST,Business, ,CNG price in Delhi hiked by Rs 2.5 per kg,"Indraprastha Gas Limited (IGL) has hiked the price of Compressed Natural Gas (CNG) in Delhi by Rs 2.5 per kg to Rs 64.11 per Kg. The new price will come into effect from Monday, April 4.With the hike in CNG price, cab drivers in Delhi are now reluctant to switch on their cars' air conditioners. ""In the wake of the hike in the CNG price, we shall not switch on the cab's air conditioner for passengers. The increased price has hit our pockets,"" a cab driver in Delhi told news agency ANI.Meanwhile, the prices of petrol and diesel were hiked for the 12th time in two weeks on Monday. The cost of both petrol and diesel was hiked by 40 paise per litre, taking the total hike over the last two weeks to Rs 8.40 per litre.While petrol and diesel were being sold at retail outlets for Rs 95.41 and Rs 86.67 a litre respectively in Delhi on March 21, petrol now costs Rs 103.81 and diesel Rs 95.07 per litre in the national capital.",India Today Web Desk,https://www.indiatoday.in/business/story/cng-price-in-delhi-hiked-igl-1933130-2022-04-04
145,"April 4, 2022",07:27 IST,Business, ,"Petrol, diesel prices hiked by 40 paise per litre today. Check latest rates","For the twelfth time in less than two weeks, the prices of petrol and diesel were hiked on Monday. The cost of both petrol and diesel was hiked by 40 paise per litre, taking the total hike over the last two weeks to Rs 8.40 per litre.While petrol and diesel were retailing at Rs 95.41 and Rs 86.67 a litre respectively in Delhi on March 21, now petrol costs Rs 103.81 and diesel Rs 95.07 per litre in the national capital.The rates had remained unchanged for a record four and a half months from November 2021 up until the third week of March. Ever since, the prices have been on an upward spiral.DelhiPetrol - Rs 103.81 per litreDiesel - Rs 95.07 per litreMumbaiPetrol - Rs 118.81 per litreDiesel - Rs 103.04 per litreChennaiPetrol - Rs 109.36 per litreDiesel - Rs 99.44 per litreKolkataPetrol - Rs 113.43 per litreDiesel - Rs 98.22 per litreIn India, petrol and diesel prices depend on various factors such as demand for fuel, valuation of INR against USD, consumption ratio of refineries and more. The prices are updated every day.The prices of petrol and diesel vary from state to state, depending on the incidence of local taxes like value-added tax (VAT) and freight charges.",India Today Web Desk,https://www.indiatoday.in/business/story/petrol-diesel-prices-increase-latest-rates-mumbai-delhi-kolkata-chennai-1933110-2022-04-04
146,"April 3, 2022",08:31 IST,Business, ,"Petrol, diesel prices see spike of Rs 8 per litre in less than 2 weeks. Check latest rates","The price of petrol and diesel was hiked by 80 paise per litre again on Sunday. As a result, petrol is now retailing at Rs 103.41 per litre and diesel at Rs 94.67 per litre in Delhi.After four and a half months of remaining unchanged, fuel prices were increased on March 22 and have been on an upward spiral ever since. In the last 13 days, the prices of petrol and diesel have increased by approximately Rs 8 per litre.DelhiPetrol - Rs 103.41 per litreDiesel - Rs 94.67 per litreMumbaiPetrol - Rs 118.41 per litreDiesel - Rs 102.64 per litreChennaiPetrol - Rs 108.96 per litreDiesel - Rs 99.04 per litreKolkataPetrol - Rs 113.03 per litreDiesel - Rs 97.82 per litreIn India, petrol and diesel prices depend on various factors such as demand for fuel, valuation of INR against USD, consumption ratio of refineries and more. The prices are updated every day.The prices of petrol and diesel vary from state to state, depending on the incidence of local taxes like value-added tax (VAT) and freight charges.",India Today Web Desk,https://www.indiatoday.in/business/story/petrol-diesel-prices-spike-litre-latest-rates-delhi-mumbai-chennai-kolkata-1932862-2022-04-03
147,"April 2, 2022",21:20 IST,Business, ,Gautam Adani back as Asia's richest man with net worth of $100 billion,"Gautam Adani, the chairman of Adani Group, became Asia's richest person with a net worth touching $100 billion. Adani is at 10th position in the global Index, while Reliance Industries chairman Ambani slipped to 11th position.According to Bloomberg Billionaires Index, Adani has also become a centibillionaire -- a person with a net worth of $100 billion or above. Adani has added $23.5 billion to his net worth in the last year, the highest in the list. Meanwhile, Ambani had added $9.03 billion to his net worth in the same period.The 59-year-old founder of Adani Group controls companies ranging from ports and aerospace to thermal energy and coal. Meanwhile, Ambani, who also happens to be the richest Asian at present, controls Reliance Industries and is the owner of the world's largest oil refining complex.Tesla's Elon Musk continues to be the richest man in the world with a net worth of $273 billion, followed by Amazon's Jeff Bezos in the second spot with $188 billion net worth.In February, both Mukesh Ambani and Gautam Adani surpassed Mark Zuckerberg on Forbes' list of real-time billionaires after he lost $29 billion in net worth as Facebook owner Meta Platforms Inc's stock marked a record one-day plunge following a disappointing earnings forecast that shook the global tech landscape.",India Today Web Desk,https://www.indiatoday.in/business/story/gautam-adani-richest-man-in-asia-mukesh-ambani-elon-musk-1932802-2022-04-02
148,"April 2, 2022",07:24 IST,Business, ,"Petrol, diesel prices hiked again after day's gap. Check latest rates here","Petrol and diesel prices have been hiked again after a day's gap. In Delhi, the prices were raised by 80 paise, bringing the cost of petrol to Rs 102.61 per litre, while diesel will be sold at Rs 93.87 per litre.Mumbai saw an increase of 85 paise, bringing the cost of petrol and diesel to Rs 117.57 and Rs 101.79.After a hike of 76 paise, petrol and diesel prices in Chennai touched Rs 108.21 and 98.28.In Kolkata, the price of petrol was hiked by 84 paise, pushing the cost to Rs 112.19, while diesel would be sold at Rs 97.02 after an increase of 80 paise.This is the 10th increase in prices since the ending of a four-and-half-month-long hiatus in rate revision on March 22.",India Today Web Desk,https://www.indiatoday.in/business/story/petrol-diesel-prices-hiked-again-delhi-mumbai-kolkata-chennai-1932569-2022-04-02
149,"April 1, 2022",23:21 IST,Business, ,"CNG, PNG get more expensive in Delhi-NCR as IGL hikes prices | CHECK NEW RATES","The Indraprastha Gas Limited (IGL) on Friday announced its decision to hike the prices of compressed natural gas (CNG) and piped natural gas (PNG) in Delhi-NCR by Rs 80 paise per kg and Rs 5.85 per standard cubic metre (SCM), respectively.A single kg of CNG will now cost Rs 60.81 in the National Capital Territory (NCT) of Delhi, an increase from the earlier Rs 60.01. The same will cost 63.38 per kg in Noida, Greater Noida and Ghaziabad and Rs 69.17 per kg in Gurugram.This is reportedly the sixth increase in CNG prices over the last month and comes on the heels of a hike in the price of petrol and diesel, and a hike in cooking gas LPG rates.Similarly, the price of PNG has been hiked by Rs 5 per SCM in Delhi and Rs 5.85 per SCM in Noida and Ghaziabad.Piped natural gas (PNG) will now cost Rs 41.61 per SCM in Delhi, Rs 41.71 per SCM in Noida, Greater Noida and Ghaziabad, Rs 40.82 per SCM in Karnal and Rewari, Rs 39.91 per SCM in Gurugram, Rs 45.22 per SCM in Muzaffarnagar, Meerut and Shamli, Rs 47.03 per SCM in Ajmer, Pali and Rajsamand, and Rs 44.35 per SCM in Kanpur, Hamirpur and Fatehpur.The new rates will be effective from April 1, 2022, as per information posted on the website of Indraprastha Gas Ltd (IGL).",Kumar Kunal,https://www.indiatoday.in/business/story/cng-per-kg-piped-natural-gas-png-price-hike-delhi-ncr-1932540-2022-04-01
150,"April 1, 2022",18:55 IST,Business, ,Amazon wanted to destroy us and it succeeded: Future Retail tells SC,"Future Retail told the Supreme Court on Friday that Amazon wanted to destroy the company, and it succeeded, as the long-running legal battle continues over Future Retails's merger deal with Reliance.Senior advocate Harish Salve, appearing for FRL, said that around 374 shops are with the group and it is not going to give them to anybody on its own unless 'some landlords' throw them out, referring to the take over of stores by Reliance. According to Salve, license fee of 374 stores is over Rs 1,100 crore.“My bank accounts are frozen I can’t pay rent. Everyone is hoping if scheme gets through Reliance comes in and everyone will get the money,” he said, adding that there was no money to pay the rentals and moreover, if the lending banks come, then the IBC (Insolvency and Bankruptcy Code) will come into picture.""No one wants to do business with us now. When the landlord gives an eviction notice, then what can we do? For Rs 1,400 crore (worth of the Amazon-Future disputed deal), Amazon has destroyed a Rs 26,000 crore company. Amazon has been successful in what it wanted to do,"" Advocate Salve said.Meanwhile, Senior advocate Gopal Subramanium, appearing for the US firm, said that assets should remain with Future Retail till the arbitration proceedings are completed.“Our prayer is to restrain alienation of FRL's assets in favour of any other party and assets must continue to remain with FRL and operate with FRL until the matter is resolved by the arbitral tribunal,” Advocate Subramanium said.""The question that they are short of money and could not pay lease rental is a strategy, a sham and it is to overcome the representation made before court when they asked to let the proceedings continue,"" he added.Amazon and Future group are engaged in multi-forum litigation on the issue of FRL's merger deal to the tune of Rs 24,500 crore with Reliance Retail Ltd after Amazon dragged FRL to arbitration at the Singapore International Arbitration Centre in October 2020.It has been alleged by Amazon that on March 3, as many as 600 stores of FRL were taken away by Reliance.",Aneesha Mathur,https://www.indiatoday.in/business/story/amazon-future-retail-reliance-merger-deal-supreme-court-assets-1932465-2022-04-01
151,"April 1, 2022",12:12 IST,Business, ,Russia is selling oil at discounted prices to India | All you need to know,"Russia is selling crude oil at discounted prices to India at a time when oil marketing companies have started increasing petrol and diesel rates across the country. Meanwhile, the government was closely monitoring global energy markets situation in the backdrop of evolving geopolitical events, Minister of State for Petroleum and Natural Gas Rameswar Teli said.Teli has said that if required, the government would release the strategic petroleum reserve (SPR) to mitigate market volatility and calm the rise in crude oil prices.While OMCs paused retail price revision during the period when international oil prices spiked to a 14-year high of USD 139, petrol and diesel prices have been revised 9 times since March 22, totalling a hike of Rs 6.4 per litre till Friday.While OMCs have snapped distressed Russian oil being offered at a deep discount post-Ukraine war, Minister of State for Petroleum and Natural Gas Rameswar Teli said: ""less than 1 per cent of total crude oil (is) being imported from Russia in the year 2021-22 (till January).""""Import of crude oil is carried out by Indian oil and refining companies in the public and private sector from diverse sources, including from sources in Russia, through business-to-business arrangements, based on techno-commercial considerations and domestic requirements,"" the Minister said.Brent crude futures slid to $104.63 a barrel on Friday. The US West Texas Intermediate (WTI) crude futures fell to $99.89 a barrel, according to the Reuters report.",India Today Web Desk,https://www.indiatoday.in/business/story/russia-is-selling-oil-at-discounted-prices-to-india-all-you-need-to-know-1932270-2022-04-01
152,"April 1, 2022",18:10 IST,Business, ,Income Tax Department notifies ITR forms | Check details,"The Income Tax department has notified forms for filing Income Tax returns (ITR) for financial year 2021-22. ITR forms 1-5 have been notified by the Central Board of Direct Taxes (CBDT), according to a PTI report.ITR Form 1 (Sahaj) and ITR Form 4 (Sugam) are simpler forms that cater to a large number of small and medium taxpayers.Sahaj can be filed by an individual having income up to Rs 50 lakh and who receives income from salary, one house property and other sources (interest, etc).ITR-4 can be filed by individuals, HUFs and firms with total income up to Rs 50 lakh and having income from business and profession.ITR-3 is filed by people having income as profits from a business/ profession, while ITR-5 is filed by a corporate body limited liability partnership (LLP).While the ITR-1 form has been kept broadly the same as last year, the new addition to the form was the inclusion of income from a retirement benefit account maintained in a foreign country for the calculation of net salary.It also seeks details on whether or not the said retirement benefit account was maintained in a notified country under section 89A of the I-T Act. Taxpayers can also claim relief from taxation under section 89A on this income.This will pave the way for the government technology team to develop Excel utility well in time, helping the taxpayers for early filings, AMRG & Associates Senior Partner Rajat Mohan said.",India Today Web Desk,https://www.indiatoday.in/business/story/income-tax-department-notifies-itr-forms-1932361-2022-04-01
